site_name,Park_Type,Shape_Length,Shape_Area
,SUBNEIGHBOURHOOD PARK,384.308248427922763,3871.120436057872212
,NEIGHBOURHOOD PARK,802.411746552798149,41457.362977146804042
,SUBNEIGHBOURHOOD PARK,193.466378200158715,2137.962723766922863
,SUBNEIGHBOURHOOD PARK,250.324611660539716,3941.905269759943167
,SUBNEIGHBOURHOOD PARK,507.842365359963992,10015.236238120651251
,SUBNEIGHBOURHOOD PARK,177.157362883458376,1676.589403619838549
,SUBNEIGHBOURHOOD PARK,188.182574674589574,2047.857231918389516
,SUBNEIGHBOURHOOD PARK,189.825833658505360,2229.113154148792091
,SUBNEIGHBOURHOOD PARK,209.143892749772931,1176.296347834590733
,SUBNEIGHBOURHOOD PARK,170.982958437471410,1761.009387710369765
,SUBNEIGHBOURHOOD PARK,1389.200551549406327,20768.825414369868668
,SUBNEIGHBOURHOOD PARK,217.947094323145080,2347.172107233302540
,SUBNEIGHBOURHOOD PARK,233.232353978678049,3256.302935384930606
,SUBNEIGHBOURHOOD PARK,187.176701465868177,2292.713928080771893
,SUBNEIGHBOURHOOD PARK,197.935650762028843,2302.549777577854911
,NEIGHBOURHOOD PARK,1313.657536951737256,28685.323159104071237
,NEIGHBOURHOOD PARK,1137.416189013040366,30981.000131608179800
,SUBNEIGHBOURHOOD PARK,264.805589758097653,3642.407215051774983
,SUBNEIGHBOURHOOD PARK,192.860802554180736,2171.504483952469855
,COMMUNITY PARK,3048.299017007597740,51449.531488670509134
,SUBNEIGHBOURHOOD PARK,173.599221355508774,1314.554259996888732
,SUBNEIGHBOURHOOD PARK,139.544123170595981,1244.862563449687968
WILLIAM ROPER HULL HOME,SUBNEIGHBOURHOOD PARK,1237.081979018438233,18695.962150728020788
SAGE HILL DEPOT,PARKS DEPOT,433.337528454147332,9110.439841235449421
,SUBNEIGHBOURHOOD PARK,229.395595022949919,2711.329149304987368
BLESSED MARIE-ROSE ELEM & JR HIGH,NEIGHBOURHOOD PARK,872.440118403093720,45362.198113222504617
,NEIGHBOURHOOD PARK,902.345040704473945,44042.969302236582735
,SUBNEIGHBOURHOOD PARK,147.255499931016658,1479.047980188620613
,SUBNEIGHBOURHOOD PARK,112.727011447742925,941.451478852745822
WILLOW PARK ELEM SCHOOL,NEIGHBOURHOOD PARK,850.782822721778984,37176.977881839346082
,NEIGHBOURHOOD PARK,2106.004963504401530,39841.755068717648101
,SUBNEIGHBOURHOOD PARK,183.684410785376372,2266.341884089596533
CENTRE MAIN OFFICE (MAYLAND HEIGHTS),PARKS DEPOT,661.263067209032329,22854.301592433170299
W O MITCHELL ELEM SCHOOL,NEIGHBOURHOOD PARK,933.439097281514137,38417.422075322552701
SILVER SPRINGS ELEM; SILVER SPRINGS OUTDOOR POOL; SILVER SPRINGS COMMUNITY ASSOC,COMMUNITY PARK,1078.430219647971398,72600.124458285470610
BRIDLEWOOD ELEM,COMMUNITY PARK,1060.691059852453236,60272.509244641463738
,SUBNEIGHBOURHOOD PARK,215.718870834213959,2666.591325263706494
,LINEAR PARK,97.170797712926813,370.945136737353153
SIR WILLIAM VAN HORNE SR HIGH; UNIVERSITY ELEM; UTAH PARK; WESTMOUNT CHARTER SCHOOL MID-HIGH,COMMUNITY PARK,2409.929560143594244,73597.113603379606502
MARSHALL SPRINGS SCHOOL,COMMUNITY PARK,1339.830437256749292,73130.516553677938646
,SUBNEIGHBOURHOOD PARK,202.244172515608852,1792.216756098561291
,SUBNEIGHBOURHOOD PARK,179.808305639820873,2100.989338004750607
,SUBNEIGHBOURHOOD PARK,214.240839023920643,2515.531123428183491
,SUBNEIGHBOURHOOD PARK,216.409607574013734,2681.783220655017431
,SUBNEIGHBOURHOOD PARK,206.035638941881984,2350.194202158258122
,SUBNEIGHBOURHOOD PARK,227.719667719644804,3291.386243053568251
,SUBNEIGHBOURHOOD PARK,191.483673822375351,2604.908233848272175
NOSE CREEK SCHOOL,COMMUNITY PARK,921.125813470909861,51355.875481199138449
,SUBNEIGHBOURHOOD PARK,98.380403021129652,731.007809404721002
,SUBNEIGHBOURHOOD PARK,181.074416312888218,1843.437346511497253
,SUBNEIGHBOURHOOD PARK,121.162362819983528,982.514559108657977
,SUBNEIGHBOURHOOD PARK,229.966327229684424,3076.298394224221283
RAMSAY ELEMENTARY,COMMUNITY PARK,1063.554878436699710,54572.320377691670728
WOODLANDS ELEM; WOODCREEK COMMUNITY ASSOC,COMMUNITY PARK,1611.152326644046752,83835.569738083067932
,SUBNEIGHBOURHOOD PARK,176.385142620806903,1895.794525867593620
,NEIGHBOURHOOD PARK,779.262415557847476,35578.909584502485814
,SUBNEIGHBOURHOOD PARK,94.020188634854648,525.464292704998456
FRED SEYMOUR SCHOOL,NEIGHBOURHOOD PARK,846.974163065758376,44070.002209618411143
,SUBNEIGHBOURHOOD PARK,190.749527019500050,2362.391657471428061
,SUBNEIGHBOURHOOD PARK,145.982651572365199,1441.351849923655436
,SUBNEIGHBOURHOOD PARK,184.355181668532481,1687.285203313508191
,DISTRICT PARK,1873.615074278449583,93609.828825534932548
,SUBNEIGHBOURHOOD PARK,202.497208059790182,2359.848511487400629
,SUBNEIGHBOURHOOD PARK,176.219463559676342,1096.481012594191498
H D CARTWRIGHT JR HIGH,COMMUNITY PARK,1154.156039052440065,86348.756756428192602
,SUBNEIGHBOURHOOD PARK,187.372828619424922,2463.731272937434824
,SUBNEIGHBOURHOOD PARK,221.023272169026114,1150.592203180248362
,NEIGHBOURHOOD PARK,1962.883692172901647,49843.720217000336561
,SUBNEIGHBOURHOOD PARK,343.693443176470737,3002.722287660189977
,SUBNEIGHBOURHOOD PARK,168.982264673793225,1814.827084855358407
,SUBNEIGHBOURHOOD PARK,145.322659608380377,1382.223978309173390
,SUBNEIGHBOURHOOD PARK,384.014069695827516,3324.227154439427522
,LINEAR PARK,93.923789244166699,370.126308627987498
,SUBNEIGHBOURHOOD PARK,107.009133273861536,634.406239974082951
,NEIGHBOURHOOD PARK,807.418139389041357,25201.902895516770513
,NEIGHBOURHOOD PARK,1186.979489727127884,32881.851615818442951
,SUBNEIGHBOURHOOD PARK,195.414371399890570,2101.949756419945516
,SUBNEIGHBOURHOOD PARK,372.407640234819780,6430.408359849408043
,SUBNEIGHBOURHOOD PARK,181.986896475224739,2397.901969359641043
,SUBNEIGHBOURHOOD PARK,177.374719796805323,2164.234709471733368
VARSITY ACRES ELEM; VARSITY COMMUNITY ASSOC,NEIGHBOURHOOD PARK,825.674471936092118,39999.747189392197470
,NEIGHBOURHOOD PARK,881.872095655569296,39346.407426998921437
MOUNTAIN VIEW ELEM; SOUTHVIEW COMMUNITY ASSOC,NEIGHBOURHOOD PARK,737.704480348079301,35058.148123658545956
,SUBNEIGHBOURHOOD PARK,126.614744275748819,653.791168322974841
,SUBNEIGHBOURHOOD PARK,111.494314202396595,696.757599339698459
,SUBNEIGHBOURHOOD PARK,101.862574712256389,458.770107366901300
,SUBNEIGHBOURHOOD PARK,195.794542402988270,1916.588575854877718
,SUBNEIGHBOURHOOD PARK,212.698317592547454,2123.437829641756707
,SUBNEIGHBOURHOOD PARK,209.520152639988453,2775.726121118225365
,SUBNEIGHBOURHOOD PARK,262.121395733851216,2098.611843033678724
JERRY POTTS ELEM,COMMUNITY PARK,1386.271843082800160,85354.000637810575427
,SUBNEIGHBOURHOOD PARK,150.655157791693227,1460.906979429847979
,SUBNEIGHBOURHOOD PARK,152.774064866318781,1450.395430235105778
,SUBNEIGHBOURHOOD PARK,211.151595923608937,2197.563214844835784
,SUBNEIGHBOURHOOD PARK,177.003594962874445,2070.172891341412196
,NEIGHBOURHOOD PARK,862.422579484637140,27323.530117243179120
,NON-PARK,140.110654272499374,902.042826506277947
,LINEAR PARK,113.561760595980559,736.567625611845187
GREENVIEW ELEM,NEIGHBOURHOOD PARK,995.290685898619699,41977.810408822930185
,SUBNEIGHBOURHOOD PARK,202.235008987973714,2490.360506144888404
,SUBNEIGHBOURHOOD PARK,255.187935803122059,2904.655042724679788
,LINEAR PARK,123.728274074918744,783.596500082008902
,SUBNEIGHBOURHOOD PARK,251.808265937730539,3671.688982499475060
FFCA SOUTH MIDDLE SCHOOL,NEIGHBOURHOOD PARK,1480.825893016923146,44971.098307720159937
,NEIGHBOURHOOD PARK,700.452274070612816,28844.796867570257746
,NON-PARK,23.994000199987731,34.983001999541976
,NEIGHBOURHOOD PARK,1761.212925338973719,36252.804471091752930
TUXEDO PARK ELEMENTARY; TUXEDO PARK COMMUNITY ASSOC,NEIGHBOURHOOD PARK,1048.780272495735289,42832.553765065393236
,SUBNEIGHBOURHOOD PARK,298.361255202284212,3712.722041790776530
,SUBNEIGHBOURHOOD PARK,77.955977171872675,302.618856069182641
ERIC HARVIE ELEM,NEIGHBOURHOOD PARK,876.041583918899050,37754.951639835089736
,SUBNEIGHBOURHOOD PARK,202.185425171569307,2385.466325004744704
,LINEAR PARK,109.774560336082317,436.740571539726830
JOHN G DIEFENBAKER HIGH SCHOOL; SIR JOHN A MACDONALD SCHOOL; ST HELENA JR HIGH; THORNHILL DEPOT,DISTRICT PARK,1706.842032211955711,168484.563013700448209
,SUBNEIGHBOURHOOD PARK,125.313989944376161,991.413264829878244
,NEIGHBOURHOOD PARK,1060.500446552067615,25699.222902596105996
,LINEAR PARK,211.256850854347448,951.181142198364341
,SUBNEIGHBOURHOOD PARK,206.404893288197826,2162.830081092362434
,NEIGHBOURHOOD PARK,1347.919391021691354,24205.304339077560144
,SUBNEIGHBOURHOOD PARK,170.734869049437918,1822.446435713456140
,SUBNEIGHBOURHOOD PARK,196.436330911136480,2341.563860408504297
,SUBNEIGHBOURHOOD PARK,295.873530276530346,3250.805850681657375
,SUBNEIGHBOURHOOD PARK,168.092889193212329,1736.278133672927652
,SUBNEIGHBOURHOOD PARK,180.621913302659294,1956.329902380404064
DEER RUN BIRTHPLACE FOREST,DISTRICT PARK,1934.548576916973843,104707.323492351919413
,SUBNEIGHBOURHOOD PARK,187.016366890365134,1162.129815373888960
,SUBNEIGHBOURHOOD PARK,266.685345266160311,1550.274657686190949
,SUBNEIGHBOURHOOD PARK,137.476082595404762,1143.787139203303241
,SUBNEIGHBOURHOOD PARK,609.159304005252238,2667.080974839223472
VINCENT MASSEY JR HIGH; WESTGATE ELEM,COMMUNITY PARK,1329.909079849458749,80422.801727759055211
,SUBNEIGHBOURHOOD PARK,404.432327812455014,3861.112937148566743
,NON-PARK,36.853920322577537,89.486292248034871
,SUBNEIGHBOURHOOD PARK,248.091090480179531,3527.085625404754410
,NEIGHBOURHOOD PARK,788.069645181648184,25583.047793956167880
,NON-PARK,139.660280328753970,377.194366872250782
,SUBNEIGHBOURHOOD PARK,207.376487749561988,2162.148975321725175
,SUBNEIGHBOURHOOD PARK,301.225201114276217,3641.930212036874764
,NEIGHBOURHOOD PARK,733.259615053159564,33550.063918101906893
,SUBNEIGHBOURHOOD PARK,63.780742452497293,320.993742096069866
,NON-PARK,775.080786502791739,2324.816006630455831
,NON-PARK,171.376277341432740,485.140112183071096
,SUBNEIGHBOURHOOD PARK,119.616555887850780,1032.215118041810229
,NON-PARK,283.423402351184052,826.014342378268452
BISHOP MCNALLY HIGH SHOOL,COMMUNITY PARK,1193.973487527318412,86612.057626978232292
GRANT MACEWAN ELEM,NEIGHBOURHOOD PARK,771.773282011419269,33428.057319879932038
,SUBNEIGHBOURHOOD PARK,219.904976743731908,3345.745314813817458
,SUBNEIGHBOURHOOD PARK,192.173644599943032,2242.302898926659964
,NEIGHBOURHOOD PARK,1207.103017311281064,36750.086150317249121
,NON-PARK,130.111398271241569,736.494470713503347
,SUBNEIGHBOURHOOD PARK,183.566287202581577,2017.957042857638044
,SUBNEIGHBOURHOOD PARK,159.225110013373438,1599.722281787620432
,SUBNEIGHBOURHOOD PARK,321.833279430909954,2854.669156242075132
ST JOAN OF ARC ELEM & JR HIGH,NEIGHBOURHOOD PARK,1613.626992514336962,47217.607838425668888
DR ROBERTA BONDAR SCHOOL,NEIGHBOURHOOD PARK,917.757166929178652,38461.307213335414417
,SUBNEIGHBOURHOOD PARK,205.329383598457667,2857.146007389604165
,SUBNEIGHBOURHOOD PARK,152.691877477654458,1434.331623746772493
,SUBNEIGHBOURHOOD PARK,142.521933888888725,1262.372871838991841
,SUBNEIGHBOURHOOD PARK,255.236796220051474,2669.874930655490516
,SUBNEIGHBOURHOOD PARK,135.006816564819019,1138.950487515010309
,SUBNEIGHBOURHOOD PARK,184.572967483432848,2272.258923574630899
,SUBNEIGHBOURHOOD PARK,233.869730710359931,3082.094305555688152
,SUBNEIGHBOURHOOD PARK,145.285439745028327,1293.086364846743891
,SUBNEIGHBOURHOOD PARK,183.746042777250437,2006.268489695136623
,SUBNEIGHBOURHOOD PARK,212.202947276069892,2718.008558238078422
,SUBNEIGHBOURHOOD PARK,222.223964849768549,2916.339373694701862
,SUBNEIGHBOURHOOD PARK,199.971253509802665,2368.504653722945022
,SUBNEIGHBOURHOOD PARK,194.212047369655949,2187.602104345529824
,SUBNEIGHBOURHOOD PARK,161.661787231439035,1613.600553055054661
TERRY FOX JR HIGH,COMMUNITY PARK,1144.105286779048811,57725.632690901540627
,SUBNEIGHBOURHOOD PARK,188.581439705596580,2074.914190386603877
,SUBNEIGHBOURHOOD PARK,330.591148382282199,1640.734006806806974
,SUBNEIGHBOURHOOD PARK,141.217024591673464,1077.244974000504499
SUNALTA ELEMENTARY,NEIGHBOURHOOD PARK,749.388821839251250,30974.452462376677431
,SUBNEIGHBOURHOOD PARK,150.843694688220495,1409.841481678168975
,SUBNEIGHBOURHOOD PARK,291.849676024879727,2439.547333297112800
,SUBNEIGHBOURHOOD PARK,207.737215236355553,1661.677152004945128
,SUBNEIGHBOURHOOD PARK,138.929658019858834,1180.732026598301445
,SUBNEIGHBOURHOOD PARK,260.064578104848124,3075.166287981398909
,SUBNEIGHBOURHOOD PARK,393.920888041564638,3876.166113760178632
,SUBNEIGHBOURHOOD PARK,163.136132046581565,1588.997465547046204
,SUBNEIGHBOURHOOD PARK,201.949998236684024,2100.748160065844786
,SUBNEIGHBOURHOOD PARK,221.223899036019418,1971.013836195015756
ECOLE LA MOSAIQUE,NEIGHBOURHOOD PARK,827.798473590164463,41054.890627234155545
,SUBNEIGHBOURHOOD PARK,194.616545268805709,2337.510040414943433
,SUBNEIGHBOURHOOD PARK,194.269633174988144,1789.649602462258372
,SUBNEIGHBOURHOOD PARK,198.381119690711813,2198.117701803038472
,NEIGHBOURHOOD PARK,820.821149790489585,38564.780916126066586
,SUBNEIGHBOURHOOD PARK,185.217973432925248,1546.672033684480994
,SUBNEIGHBOURHOOD PARK,148.493264412553458,1379.337051613102858
,SUBNEIGHBOURHOOD PARK,115.877845722802618,864.293069347948858
,SUBNEIGHBOURHOOD PARK,226.808042138563792,3533.631182875723880
F.E. OSBORNE JR HIGH; MARION CARSON ELEM; ST VINCENT DE PAUL ELEM & JR HIGH,COMMUNITY PARK,1491.102717173925839,81660.092954178922810
,SUBNEIGHBOURHOOD PARK,120.604008392319528,956.746738470669811
,SUBNEIGHBOURHOOD PARK,104.099986542577739,531.168663640188015
WILDWOOD ELEM; WILDWOOD COMMUNITY ASSOC,COMMUNITY PARK,960.925571880741813,54917.902309516568494
,COMMUNITY PARK,1649.005025329606724,68526.823499541453202
,COMMUNITY PARK,1277.416425070982086,59440.702185643967823
,SUBNEIGHBOURHOOD PARK,198.444091416049616,2409.814580146151911
,SUBNEIGHBOURHOOD PARK,107.011477490542333,651.092386592408047
,SUBNEIGHBOURHOOD PARK,255.804171566150018,3577.588940211384397
,SUBNEIGHBOURHOOD PARK,231.180203653682952,1030.576704168692459
,SUBNEIGHBOURHOOD PARK,227.766751217916550,3763.781167296094281
,SUBNEIGHBOURHOOD PARK,112.465436041100304,709.835698240033935
,SUBNEIGHBOURHOOD PARK,83.998534194622138,540.347233586779794
,SUBNEIGHBOURHOOD PARK,118.810724019856082,993.308320638340774
,SUBNEIGHBOURHOOD PARK,184.368736785992354,1000.341741819125673
,SUBNEIGHBOURHOOD PARK,184.258546055087436,1706.634581477608890
CLARENCE SANSOM COMMUNITY SCHOOL; DOUGLAS HARKNESS COMMUNITY SCHOOL; ST PATRICK ELEM,COMMUNITY PARK,1872.319137970494239,93260.065487185594975
,NEIGHBOURHOOD PARK,739.363967182814804,34606.137213827983942
,SUBNEIGHBOURHOOD PARK,149.539111984326041,1429.418155650897233
,SUBNEIGHBOURHOOD PARK,269.842708563529982,2599.315232098571414
,SUBNEIGHBOURHOOD PARK,134.018357445071132,1118.307584852468835
,SUBNEIGHBOURHOOD PARK,149.218826874381080,1383.855614005783991
,SUBNEIGHBOURHOOD PARK,146.642211377754393,1329.257731841260920
,LINEAR PARK,99.671009478104068,554.849536089783101
,LINEAR PARK,101.622271699360354,542.366545611902552
,LINEAR PARK,102.869152042909164,578.093871162324604
,LINEAR PARK,99.273486091551675,524.504476738138578
,SUBNEIGHBOURHOOD PARK,135.305373980382655,992.026144807490596
,SUBNEIGHBOURHOOD PARK,157.431925286102057,1155.265763931827223
,SUBNEIGHBOURHOOD PARK,97.586168906284769,695.052541424696187
,SUBNEIGHBOURHOOD PARK,190.324629806741456,2304.602255473063906
,SUBNEIGHBOURHOOD PARK,194.261732439801534,2205.202222962409451
,SUBNEIGHBOURHOOD PARK,129.477547975805635,1022.519330411255851
,SUBNEIGHBOURHOOD PARK,219.542757653930522,2915.160245632847364
,SUBNEIGHBOURHOOD PARK,218.711089393329274,2156.055252558816392
,SUBNEIGHBOURHOOD PARK,185.503453420464382,2226.955161442918779
,SUBNEIGHBOURHOOD PARK,317.033912348474814,3231.210711057922254
,SUBNEIGHBOURHOOD PARK,216.715996941612730,2624.169263461707487
,SUBNEIGHBOURHOOD PARK,123.270566932906647,998.465342627447967
,SUBNEIGHBOURHOOD PARK,459.155502318634092,2211.543371625654345
,SUBNEIGHBOURHOOD PARK,190.154952774350988,2327.272810376691268
,SUBNEIGHBOURHOOD PARK,249.182927181480039,3917.066516480243081
,SUBNEIGHBOURHOOD PARK,118.336298451972226,726.542631033641214
,SUBNEIGHBOURHOOD PARK,115.966239455777753,688.504190916466882
,SUBNEIGHBOURHOOD PARK,105.525301109977335,627.578956778141333
,SUBNEIGHBOURHOOD PARK,106.821727812682226,649.466097549826941
WEST HILLHURST CMTY ASSOC; BOWVIEW POOL,NEIGHBOURHOOD PARK,823.928441287226519,43652.562761786975898
,SUBNEIGHBOURHOOD PARK,183.667746703515405,2011.959757319205210
,SUBNEIGHBOURHOOD PARK,197.675049824415311,2335.300596986953678
,NEIGHBOURHOOD PARK,1609.611249179595006,44200.451056586956838
,SUBNEIGHBOURHOOD PARK,108.350222176352943,803.459855555753506
,SUBNEIGHBOURHOOD PARK,203.622514365952355,2174.234653084162346
,SUBNEIGHBOURHOOD PARK,168.944847201347841,991.298979675931946
,SUBNEIGHBOURHOOD PARK,243.318415200692641,3139.631021358857197
,SUBNEIGHBOURHOOD PARK,353.381709038037286,3145.375677612455547
,SUBNEIGHBOURHOOD PARK,244.285159602368623,2049.756166901349388
,SUBNEIGHBOURHOOD PARK,253.753270798806000,2384.408355789968027
,SUBNEIGHBOURHOOD PARK,223.284792263049212,1970.485313980301271
,SUBNEIGHBOURHOOD PARK,182.854431822502477,2399.422209665493483
SPRING GARDENS DEPOT,PARKS DEPOT,606.776506586757591,21641.256261456030188
VISTA HEIGHTS ELEM,NEIGHBOURHOOD PARK,949.694490757146468,44933.889180724763719
,NEIGHBOURHOOD PARK,661.845418632123028,29320.794224135883269
,SUBNEIGHBOURHOOD PARK,146.254807337816942,1129.791131163710588
,NON-PARK,164.424839315039890,685.897372541791583
,SUBNEIGHBOURHOOD PARK,193.002923928570283,1637.407131463164205
,SUBNEIGHBOURHOOD PARK,220.658645557325428,2062.212428890407864
,SUBNEIGHBOURHOOD PARK,185.992357354757132,2334.247658232409776
,SUBNEIGHBOURHOOD PARK,235.670741182705626,2792.012417645697951
,SUBNEIGHBOURHOOD PARK,179.198681672612793,1076.916396046691716
,SUBNEIGHBOURHOOD PARK,198.057787886727624,2010.643681241293280
,SUBNEIGHBOURHOOD PARK,215.743010411668479,2305.895770640471710
ST JUDE ELEM; WOODCREEK COMMUNITY ASSOC,DISTRICT PARK,1795.845481708920033,120462.693785085153650
WOODBINE ELEM,COMMUNITY PARK,1384.774944787678351,61121.826988056600385
,SUBNEIGHBOURHOOD PARK,74.683197801896128,211.278225588160666
,SUBNEIGHBOURHOOD PARK,145.699739323268744,1215.235715243732784
,SUBNEIGHBOURHOOD PARK,127.516193066013031,918.223951473490274
HAYSBORO ELEM; HAYSBORO COMMUNITY ASSOC,NEIGHBOURHOOD PARK,871.898783239431737,41084.050021067385387
,SUBNEIGHBOURHOOD PARK,134.527399542257569,1019.686268584257277
,SUBNEIGHBOURHOOD PARK,242.323700554211285,3502.872734003909500
,SUBNEIGHBOURHOOD PARK,141.799410130101137,1312.142296959415717
,SUBNEIGHBOURHOOD PARK,110.059761913938942,629.258290222052437
,LINEAR PARK,98.798720548279206,508.052298432423413
,NEIGHBOURHOOD PARK,683.215977274199645,26818.899651187206473
,SUBNEIGHBOURHOOD PARK,285.792593008470817,2107.393657321531009
,SUBNEIGHBOURHOOD PARK,584.468510836344080,8151.143200227894340
,SUBNEIGHBOURHOOD PARK,289.370603393469366,4271.191875181692922
,SUBNEIGHBOURHOOD PARK,575.545990524688591,6093.460638275470046
,SUBNEIGHBOURHOOD PARK,541.975195801193991,5213.221079910309527
,SUBNEIGHBOURHOOD PARK,672.334590899404816,13381.117107823640254
,SUBNEIGHBOURHOOD PARK,598.737937343673593,5781.104682265027805
,SUBNEIGHBOURHOOD PARK,265.257163785955299,4584.047995674959566
,SUBNEIGHBOURHOOD PARK,404.617119871234593,5325.615558678690832
,SUBNEIGHBOURHOOD PARK,275.243128437797111,4579.152900848287572
,SUBNEIGHBOURHOOD PARK,337.499104550571133,7194.034353055682004
,SUBNEIGHBOURHOOD PARK,268.046677157829606,4536.719577086964819
,SUBNEIGHBOURHOOD PARK,323.484081114515163,5202.133840677486660
,SUBNEIGHBOURHOOD PARK,401.684150341383202,5654.370924712869964
,SUBNEIGHBOURHOOD PARK,1136.127038127842525,22695.533127973427327
,SUBNEIGHBOURHOOD PARK,525.472985149827764,4805.082952310140172
,SUBNEIGHBOURHOOD PARK,462.879722087456230,12130.494899700415772
,SUBNEIGHBOURHOOD PARK,354.460530867207012,5534.826943062738792
,SUBNEIGHBOURHOOD PARK,2840.232259808295112,15034.619223904181126
,SUBNEIGHBOURHOOD PARK,359.474614424812387,8284.218893731936987
,NON-PARK,245.532227791014861,1396.950297368788824
,SUBNEIGHBOURHOOD PARK,355.679785880929046,8194.733999835529175
,SUBNEIGHBOURHOOD PARK,665.727652326820134,10155.515643889102648
,SUBNEIGHBOURHOOD PARK,343.981001237456780,7471.874492236393962
,SUBNEIGHBOURHOOD PARK,585.596791226154437,7293.924389146107387
,SUBNEIGHBOURHOOD PARK,533.982054284124843,13488.342274452972561
,SUBNEIGHBOURHOOD PARK,819.264527275767932,22839.844234470994706
,SUBNEIGHBOURHOOD PARK,248.051451021416568,3986.973994148587735
,SUBNEIGHBOURHOOD PARK,775.693691269545525,23604.297949139072443
,SUBNEIGHBOURHOOD PARK,411.565670128320789,6223.486443978881653
,SUBNEIGHBOURHOOD PARK,259.497689203045582,4053.665691747289657
,SUBNEIGHBOURHOOD PARK,1810.098860789790024,10765.227652299570764
,SUBNEIGHBOURHOOD PARK,866.991293648797978,6956.273990297213459
,SUBNEIGHBOURHOOD PARK,952.176797302418890,14041.025920804184352
,SUBNEIGHBOURHOOD PARK,464.596139073369841,7820.909988490067917
FFCA NORTHEAST ELEM,SUBNEIGHBOURHOOD PARK,652.651124475699248,19992.174201286841708
,SUBNEIGHBOURHOOD PARK,1465.932119300150362,13986.929919540001720
,SUBNEIGHBOURHOOD PARK,381.472157391879762,4086.337829798789699
,SUBNEIGHBOURHOOD PARK,427.667929702561821,5687.841528730163191
,SUBNEIGHBOURHOOD PARK,809.164928023281504,11117.071257184645219
,SUBNEIGHBOURHOOD PARK,1713.959631078660323,13823.257773055000143
,SUBNEIGHBOURHOOD PARK,988.744681350760061,10422.476365175165483
,SUBNEIGHBOURHOOD PARK,362.032462500469990,4653.593245283029319
,SUBNEIGHBOURHOOD PARK,389.094949756169228,4814.991539878388721
,SUBNEIGHBOURHOOD PARK,565.874875451347975,4774.242957740511883
,SUBNEIGHBOURHOOD PARK,907.630302999777655,8861.877150302445443
,SUBNEIGHBOURHOOD PARK,434.589104858823134,12106.189053144415084
,SUBNEIGHBOURHOOD PARK,380.031575819971124,9311.589495227743100
,SUBNEIGHBOURHOOD PARK,1073.722688706947110,23741.617471985471639
,SUBNEIGHBOURHOOD PARK,792.289751428725481,10859.621802230978574
,SUBNEIGHBOURHOOD PARK,267.139965052896514,4281.826362806280486
,SUBNEIGHBOURHOOD PARK,835.318187475277455,21616.668705661362765
,SUBNEIGHBOURHOOD PARK,1406.194472077998398,13683.591704869026216
,SUBNEIGHBOURHOOD PARK,349.446831716408155,7646.162498996813156
,SUBNEIGHBOURHOOD PARK,426.153588115513003,6167.750922087765503
WINDSOR PARK CMTY CENTRE,SUBNEIGHBOURHOOD PARK,488.730137406122196,14412.595592922518335
,SUBNEIGHBOURHOOD PARK,337.849477919694550,4080.004654145897803
,SUBNEIGHBOURHOOD PARK,513.742571508892979,9783.407414530891401
,SUBNEIGHBOURHOOD PARK,291.238359327396381,4103.401168063487603
,SUBNEIGHBOURHOOD PARK,257.695415659691434,4613.026268439253727
,SUBNEIGHBOURHOOD PARK,365.723304993868169,8672.445380750712502
,SUBNEIGHBOURHOOD PARK,282.977342730434714,4840.241566766346295
ROSEDALE COMMUNITY CENTRE,SUBNEIGHBOURHOOD PARK,389.271722129775753,9819.629894986584986
,SUBNEIGHBOURHOOD PARK,1028.721710416158658,15899.099736029449559
,SUBNEIGHBOURHOOD PARK,1060.293162385618871,10188.069852838279985
,SUBNEIGHBOURHOOD PARK,305.016124155972193,5927.544379113621289
,SUBNEIGHBOURHOOD PARK,526.728805273319267,4352.648227227809002
,SUBNEIGHBOURHOOD PARK,367.451556614184312,8706.969350699719143
,SUBNEIGHBOURHOOD PARK,382.509424811471888,5080.220393671256716
,SUBNEIGHBOURHOOD PARK,360.155134384926043,4134.524446427634757
,SUBNEIGHBOURHOOD PARK,341.387529574060920,2725.332440944509472
,SUBNEIGHBOURHOOD PARK,524.922610436582659,8823.347952249421724
WEST PARKDALE COMMUNITY,SUBNEIGHBOURHOOD PARK,600.017814143946339,22849.559995366726071
,SUBNEIGHBOURHOOD PARK,291.513623790320253,3165.485199342710985
,SUBNEIGHBOURHOOD PARK,465.838439847237680,8066.892425164897759
,SUBNEIGHBOURHOOD PARK,925.447248617665764,10302.098027181167708
,SUBNEIGHBOURHOOD PARK,294.055732083717146,5343.436149453216785
,SUBNEIGHBOURHOOD PARK,422.804108415637813,11351.368121246761802
,SUBNEIGHBOURHOOD PARK,418.946510456016824,8944.874102864607266
,SUBNEIGHBOURHOOD PARK,447.135942403024785,9474.498754640713742
,SUBNEIGHBOURHOOD PARK,541.754574035702149,17377.848261097027716
BANKVIEW COMMUNITY CENTRE,SUBNEIGHBOURHOOD PARK,415.148161424097225,10599.455456992514883
,SUBNEIGHBOURHOOD PARK,1020.270916297748840,10726.908183520699822
CALGARY UNITED SOCCER ASSOC,SUBNEIGHBOURHOOD PARK,514.372154704438458,16233.612350817202241
,SUBNEIGHBOURHOOD PARK,606.759423897835404,23525.932182759595889
,SUBNEIGHBOURHOOD PARK,273.980923092214994,4089.080182468269413
,SUBNEIGHBOURHOOD PARK,584.544175506918350,11143.551567061178503
,SUBNEIGHBOURHOOD PARK,856.707604780236238,12781.836379813754320
